energy,status,feasible,m0,m2,m4
0.0,optimal,True,1.0000000000000007,0.5000000000000006,0.7500000000000008
0.5,optimal,True,0.9999999999999993,1.0,1.8749999999999998
1.0,optimal,True,1.0,1.5000000000000007,3.750000000000001
2.0,optimal,True,1.000000000000001,2.5000000000000036,9.750000000000012
