g,level_7_energy,level_7_energy_status,level_7_rr_upper,level_7_x2,level_7_x2_status,level_7_x2_energy_argmin,level_8_energy,level_8_energy_status,level_8_rr_upper,level_8_x2,level_8_x2_status,level_8_x2_energy_argmin,level_9_energy,level_9_energy_status,level_9_rr_upper,level_9_x2,level_9_x2_status,level_9_x2_energy_argmin,level_10_energy,level_10_energy_status,level_10_rr_upper,level_10_x2,level_10_x2_status,level_10_x2_energy_argmin
0.4,0.016875068344750527,clarabel:optimal:feas,0.018305158882441247,0.5510094912942007,clarabel:optimal:feas,0.021875068344750528,0.017791220095458644,scs:optimal_inaccurate:feas,0.018305158882441247,nan,x2:not_found,nan,0.017967886553483914,clarabel:optimal:feas,0.018305158882441247,nan,x2:not_found,nan,nan,upper:not_found,0.018305158882441247,nan,energy:not_found,nan
0.5,0.039755062895008283,clarabel:optimal:feas,0.04103748427871823,0.4886744372208122,clarabel:optimal:feas,0.04475506289500828,0.04067680326454981,scs:optimal_inaccurate:feas,0.04103748427871823,0.5206989471067547,scs:optimal_inaccurate:feas,0.04317680326454981,0.04067680326454981,scs:optimal_inaccurate:feas,0.04103748427871823,0.5195033931723041,scs:optimal_inaccurate:feas,0.04317680326454981,0.04067680326454981,scs:optimal_inaccurate:feas,0.04103748427871823,0.5161092753655641,scs:optimal_inaccurate:feas,0.04067680326454981
0.6000000000000001,0.06583184002187964,clarabel:optimal:feas,0.06687678986349678,0.43327693306162907,clarabel:optimal:feas,0.07083184002187964,0.06651758835544089,clarabel:optimal:feas,0.06687678986349678,0.4549208028217037,scs:optimal_inaccurate:feas,0.06651758835544089,0.06651758835544089,clarabel:optimal:feas,0.06687678986349678,nan,x2:not_found,nan,0.06651758835544089,scs:optimal_inaccurate:feas,0.06687678986349678,0.4551351288734353,scs:optimal_inaccurate:feas,0.06901758835544089
0.7,0.0933044687715167,clarabel:optimal:feas,0.0933044687715167,0.38862114979406404,clarabel:optimal:feas,0.0983044687715167,0.0933044687715167,clarabel:optimal:feas,0.0933044687715167,0.4062000833731338,clarabel:optimal:feas,0.0933044687715167,0.0933044687715167,clarabel:optimal:feas,0.0933044687715167,0.406200438898094,clarabel:optimal:feas,0.0933044687715167,0.0933044687715167,clarabel:optimal:feas,0.0933044687715167,0.4063219604001407,clarabel:optimal:feas,0.0933044687715167
0.8,0.11926776225874719,clarabel:optimal:feas,0.11926776225874719,0.356194681554029,clarabel:optimal:feas,0.1242677622587472,0.11926776225874719,clarabel:optimal:feas,0.11926776225874719,0.36997173648081216,clarabel:optimal:feas,0.11926776225874719,0.11926776225874719,clarabel:optimal:feas,0.11926776225874719,0.36997200605417135,clarabel:optimal:feas,0.11926776225874719,0.11926776225874719,clarabel:optimal:feas,0.11926776225874719,0.3700696475582897,clarabel:optimal:feas,0.11926776225874719
0.9,0.1443735525716931,clarabel:optimal:feas,0.1443735525716931,0.3308023616581606,clarabel:optimal:feas,0.1493735525716931,0.1443735525716931,clarabel:optimal:feas,0.1443735525716931,0.34197393120211234,clarabel:optimal:feas,0.1443735525716931,0.1443735525716931,clarabel:optimal:feas,0.1443735525716931,0.3419739307877161,clarabel:optimal:feas,0.1443735525716931,0.1443735525716931,clarabel:optimal:feas,0.1443735525716931,0.3420558375853633,clarabel:optimal:feas,0.1443735525716931
1.0,0.1685113809559948,clarabel:optimal:feas,0.1685113809559948,0.31047598765294004,clarabel:optimal:feas,0.1735113809559948,0.1685113809559948,clarabel:optimal:feas,0.1685113809559948,0.31978365554965527,clarabel:optimal:feas,0.1685113809559948,0.1685113809559948,clarabel:optimal:feas,0.1685113809559948,0.31978410171086025,clarabel:optimal:feas,0.1685113809559948,0.1685113809559948,clarabel:optimal:feas,0.1685113809559948,0.31985428951744316,clarabel:optimal:feas,0.1685113809559948
